Distribuidora,Comunidad Autónoma,Provincia,SET distribución,Tensión (kV),Latitud,Longitud,UTM x,UTM y,Huso UTM,Banda
Endesa,Andalucía,Almería,AGUADULC,66,36.81353065,-2.5989412,535771.6682,4074262.065,30,S
Endesa,Andalucía,Almería,AGUADULC,20,36.81353065,-2.5989412,535771.6682,4074262.065,30,S
Endesa,Andalucía,Almería,ALBOX,66,37.36760039,-2.14275813,575906.0091,4135997.397,30,S
Endesa,Andalucía,Almería,ALBOX,25,37.36760039,-2.14275813,575906.0091,4135997.397,30,S
Endesa,Andalucía,Almería,ALCOLEA,66,36.96945935,-2.96340343,503257.5208,4091485.031,30,S
Endesa,Andalucía,Almería,ALCOLEA,20,36.96945935,-2.96340343,503257.5208,4091485.031,30,S
Endesa,Andalucía,Almería,ANDARAX,132,36.83972685,-2.43184366,550658.4574,4077243.588,30,S
Endesa,Andalucía,Almería,ANDARAX,66,36.83972685,-2.43184366,550658.4574,4077243.588,30,S
Endesa,Andalucía,Almería,ANDARAX,20,36.83972685,-2.43184366,550658.4574,4077243.588,30,S
Endesa,Andalucía,Almería,BELEN,66,36.85036533,-2.47457758,546841.6566,4078401.93,30,S
Endesa,Andalucía,Almería,BELEN,20,36.85036533,-2.47457758,546841.6566,4078401.93,30,S
Endesa,Andalucía,Almería,BENAHADU,132,36.90854419,-2.46580356,547587.7581,4084860.186,30,S
Endesa,Andalucía,Almería,BENAHADU,66,36.90854419,-2.46580356,547587.7581,4084860.186,30,S
Endesa,Andalucía,Almería,BENAHADU,20,36.90854419,-2.46580356,547587.7581,4084860.186,30,S
Endesa,Andalucía,Almería,BERJA,66,36.83278389,-2.9234337,506827.458,4076325.54,30,S
Endesa,Andalucía,Almería,BERJA,20,36.83278389,-2.9234337,506827.458,4076325.54,30,S
Endesa,Andalucía,Almería,CANTORIA,66,37.36742394,-2.24048642,567252.4975,4135903.714,30,S
Endesa,Andalucía,Almería,CARBONER,132,36.97669709,-1.90881972,597120.1889,4092843.612,30,S
Endesa,Andalucía,Almería,CARBONER,20,36.97669709,-1.90881972,597120.1889,4092843.612,30,S
Endesa,Andalucía,Almería,COSARIO,66,36.79550484,-2.68132685,528430.0771,4072234.805,30,S
Endesa,Andalucía,Almería,COSARIO,20,36.79550484,-2.68132685,528430.0771,4072234.805,30,S
Endesa,Andalucía,Almería,CUMBRES,66,36.72693389,-2.76468033,521012.4705,4064606.761,30,S
Endesa,Andalucía,Almería,CUMBRES,20,36.72693389,-2.76468033,521012.4705,4064606.761,30,S
Endesa,Andalucía,Almería,DESALADO,66,36.81610279,-2.42481069,551301.3135,4074626.685,30,S
Endesa,Andalucía,Almería,EJIDO,66,36.77613946,-2.83681595,514561.9348,4070051.677,30,S
Endesa,Andalucía,Almería,EJIDO,20,36.77613946,-2.83681595,514561.9348,4070051.677,30,S
Endesa,Andalucía,Almería,ENIX,66,36.91030462,-2.62806805,533131.9388,4084986.829,30,S
Endesa,Andalucía,Almería,ENIX,20,36.91030462,-2.62806805,533131.9388,4084986.829,30,S
Endesa,Andalucía,Almería,FINES,66,37.35980645,-2.27576971,564134.7129,4135034.058,30,S
Endesa,Andalucía,Almería,FINES,25,37.35980645,-2.27576971,564134.7129,4135034.058,30,S
Endesa,Andalucía,Almería,GRUPOTEC,132,37.05805952,-2.24773462,566883.2199,4101577.737,30,S
Endesa,Andalucía,Almería,H_OVERA,66,37.37064876,-1.95827064,592238.4864,4136499.92,30,S
Endesa,Andalucía,Almería,H_OVERA,25,37.37064876,-1.95827064,592238.4864,4136499.92,30,S
Endesa,Andalucía,Almería,HIBERICO,132,36.96569979,-1.90624039,597363.7777,4091626.223,30,S
Endesa,Andalucía,Almería,LOSVELEZ,25,37.65283294,-2.09544954,579790.8894,4167682.027,30,S
Endesa,Andalucía,Almería,LUCAINEN,132,37.01561233,-2.17194727,573662.5214,4096924.771,30,S
Endesa,Andalucía,Almería,MOJACAR,132,37.15403304,-1.83532391,603420.8319,4112594.875,30,S
Endesa,Andalucía,Almería,MOJACAR,25,37.15403304,-1.83532391,603420.8319,4112594.875,30,S
Endesa,Andalucía,Almería,MOLINOS,132,36.86294574,-2.43753486,550135.8438,4079816.304,30,S
Endesa,Andalucía,Almería,MOLINOS,20,36.862946,-2.437535,550135.8311,4079816.332,30,S
Endesa,Andalucía,Almería,NARANJOS,132,36.93273452,-2.4727633,546952.9253,4087540.245,30,S
Endesa,Andalucía,Almería,NARANJOS,66,36.93273452,-2.4727633,546952.9253,4087540.245,30,S
Endesa,Andalucía,Almería,NARANJOS,25,36.93273452,-2.4727633,546952.9253,4087540.245,30,S
Endesa,Andalucía,Almería,PIPACES,132,36.91514372,-2.1602947,574797.3716,4085788.275,30,S
Endesa,Andalucía,Almería,PIPACES,20,36.91514372,-2.1602947,574797.3716,4085788.275,30,S
Endesa,Andalucía,Almería,PLAYA_SE,66,36.72612215,-2.64054559,532097.2438,4064551.12,30,S
Endesa,Andalucía,Almería,PLAYA_SE,20,36.72612215,-2.64054559,532097.2438,4064551.12,30,S
Endesa,Andalucía,Almería,PORTILLO,66,37.26383025,-1.79638557,606723.8451,4124819.363,30,S
Endesa,Andalucía,Almería,S_TOMAS,66,36.82366013,-2.44310112,549665.086,4075455.372,30,S
Endesa,Andalucía,Almería,S_TOMAS,20,36.82366013,-2.44310112,549665.086,4075455.372,30,S
Endesa,Andalucía,Almería,SERON,132,37.41712227,-2.56632547,538374.9471,4141234.977,30,S
Endesa,Andalucía,Almería,TERREROS,132,37.38677936,-1.68034759,616822.8051,4138597.433,30,S
Endesa,Andalucía,Almería,TERREROS,25,37.38677936,-1.68034759,616822.8051,4138597.433,30,S
Endesa,Andalucía,Almería,TOMILLAR,66,36.78898869,-2.80402605,517485.0667,4071482.525,30,S
Endesa,Andalucía,Almería,TOMILLAR,20,36.78898869,-2.80402605,517485.0667,4071482.525,30,S
Endesa,Andalucía,Almería,TORRECAR,66,36.86762929,-2.44896061,549114.3923,4080329.923,30,S
Endesa,Andalucía,Almería,TORRECAR,20,36.86762929,-2.44896061,549114.3923,4080329.923,30,S
Endesa,Andalucía,Almería,TOYO,132,36.85974944,-2.33055213,559674.4454,4079523.232,30,S
Endesa,Andalucía,Almería,TOYO,20,36.85974944,-2.33055213,559674.4454,4079523.232,30,S
Endesa,Andalucía,Almería,TURRILLA,132,37.02473294,-2.24450727,567199.5335,4097882.872,30,S
Endesa,Andalucía,Almería,VERA,132,37.25449975,-1.8864902,598746.2152,4123686.366,30,S
Endesa,Andalucía,Almería,VERA,66,37.25449975,-1.8864902,598746.2152,4123686.366,30,S
Endesa,Andalucía,Almería,VERA,25,37.25449975,-1.8864902,598746.2152,4123686.366,30,S
Endesa,Andalucía,Almería,VILLARIC,66,37.25802849,-1.76497343,609517.659,4124211.583,30,S
Endesa,Andalucía,Almería,VILLARIC,25,37.25802849,-1.76497343,609517.659,4124211.583,30,S
Endesa,Andalucía,Cádiz,ABELLO,66,36.72201055,-6.08516045,760324.3303,4067996.189,29,S
Endesa,Andalucía,Cádiz,ABIERTAS,66,36.69859811,-6.09675443,759367.379,4065366.669,29,S
Endesa,Andalucía,Cádiz,ABIERTAS,15,36.69859811,-6.09675443,759367.379,4065366.669,29,S
Endesa,Andalucía,Cádiz,AGROALIM,66,36.72922826,-6.09031241,759839.7511,4068783.133,29,S
Endesa,Andalucía,Cádiz,AGROALIM,15,36.72922826,-6.09031241,759839.7511,4068783.133,29,S
Endesa,Andalucía,Cádiz,ALCAIDES,66,36.24221017,-5.33701557,289998.6261,4013346.471,30,S
Endesa,Andalucía,Cádiz,ALCAIDES,20,36.24221017,-5.33701557,289998.6261,4013346.471,30,S
Endesa,Andalucía,Cádiz,ALGECIRA,66,36.18292744,-5.38977709,285094.5474,4006884.879,30,S
Endesa,Andalucía,Cádiz,ALGECIRA,15,36.18292744,-5.38977709,285094.5474,4006884.879,30,S
Endesa,Andalucía,Cádiz,ALGODONA,66,36.87439847,-5.41619802,284645.0812,4083664.841,30,S
Endesa,Andalucía,Cádiz,ALGODONA,20,36.87439847,-5.41619802,284645.0812,4083664.841,30,S
Endesa,Andalucía,Cádiz,ALIJAR,66,36.73331565,-6.29471498,741569.4181,4068701.241,29,S
Endesa,Andalucía,Cádiz,ARCOS,66,36.74893291,-5.82412452,247867.4919,4070740.807,30,S
Endesa,Andalucía,Cádiz,ARCOS,15,36.74893291,-5.82412452,247867.4919,4070740.807,30,S
Endesa,Andalucía,Cádiz,AREASUR,66,36.69797453,-6.16037323,753684.5594,4065127.069,29,S
Endesa,Andalucía,Cádiz,AREASUR,15,36.69797453,-6.16037323,753684.5594,4065127.069,29,S
Endesa,Andalucía,Cádiz,ARVINA,66,36.64063214,-6.37432797,734740.6669,4058218.998,29,S
Endesa,Andalucía,Cádiz,ARVINA,15,36.64063214,-6.37432797,734740.6669,4058218.998,29,S
Endesa,Andalucía,Cádiz,ATLANTER,66,36.12240604,-5.82454017,245793.2262,4001220.766,30,S
Endesa,Andalucía,Cádiz,ATLANTER,20,36.12240604,-5.82454017,245793.2262,4001220.766,30,S
Endesa,Andalucía,Cádiz,BAHIASUR,66,36.46752319,-6.20811304,750161.8524,4039429.902,29,S
Endesa,Andalucía,Cádiz,BAHIASUR,20,36.46752319,-6.20811304,750161.8524,4039429.902,29,S
Endesa,Andalucía,Cádiz,BARCAFLR,66,36.65293098,-5.91233953,239666.0057,4060323.72,30,S
Endesa,Andalucía,Cádiz,BARCAFLR,15,36.65293098,-5.91233953,239666.0057,4060323.72,30,S
Endesa,Andalucía,Cádiz,BARRIOS,20,36.18446986,-5.42021928,282360.7489,4007123.899,30,S
Endesa,Andalucía,Cádiz,BARROSA,66,36.33783115,-6.14007873,756686.0752,4025217.744,29,S
Endesa,Andalucía,Cádiz,BARROSA,20,36.33783115,-6.14007873,756686.0752,4025217.744,29,S
Endesa,Andalucía,Cádiz,BORNOS,66,36.79089925,-5.76303837,253456.9063,4075238.379,30,S
Endesa,Andalucía,Cádiz,BORNOS,20,36.79089925,-5.76303837,253456.9063,4075238.379,30,S
Endesa,Andalucía,Cádiz,BORNOS,15,36.79089925,-5.76303837,253456.9063,4075238.379,30,S
Endesa,Andalucía,Cádiz,BOSQUE,66,36.7602491,-5.51850119,275191.3521,4071234.605,30,S
Endesa,Andalucía,Cádiz,BOSQUE,20,36.7602491,-5.51850119,275191.3521,4071234.605,30,S
Endesa,Andalucía,Cádiz,CADIZ,132,36.50466898,-6.26516274,744931.7839,4043404.95,29,S
Endesa,Andalucía,Cádiz,CANUELO,66,36.21445779,-5.45255873,279536.2355,4010524.106,30,S
Endesa,Andalucía,Cádiz,CARTUJA,66,36.61836685,-6.12002283,757555.5547,4056400.849,29,S
Endesa,Andalucía,Cádiz,CARTUJA,15,36.61836685,-6.12002283,757555.5547,4056400.849,29,S
Endesa,Andalucía,Cádiz,CHICLANA,66,36.40933238,-6.13487991,756917.3137,4033165.565,29,S
Endesa,Andalucía,Cádiz,CHICLANA,20,36.40933238,-6.13487991,756917.3137,4033165.565,29,S
Endesa,Andalucía,Cádiz,CONIL,66,36.29016669,-6.06488301,763597.4519,4020131.159,29,S
Endesa,Andalucía,Cádiz,CONIL,20,36.29016669,-6.06488301,763597.4519,4020131.159,29,S
Endesa,Andalucía,Cádiz,CORTADUR,66,36.49058251,-6.26663065,744844.6745,4041838.164,29,S
Endesa,Andalucía,Cádiz,CRINAVIS,66,36.17258778,-5.37429971,286458.5485,4005703.537,30,S
Endesa,Andalucía,Cádiz,CRINAVIS,20,36.17258778,-5.37429971,286458.5485,4005703.537,30,S
Endesa,Andalucía,Cádiz,CUBILLO,66,36.0306796,-5.60968693,264860.9995,3990502.463,30,S
Endesa,Andalucía,Cádiz,CUBILLO,20,36.0306796,-5.60968693,264860.9995,3990502.463,30,S
Endesa,Andalucía,Cádiz,EASTMAN,66,36.20536288,-5.40596323,283700.4773,4009410.038,30,S
Endesa,Andalucía,Cádiz,EBRO,66,36.65539803,-6.12746358,756766.9251,4060490.138,29,S
Endesa,Andalucía,Cádiz,ESTRECHO,66,36.13624111,-5.45869523,278764.5683,4001860.015,30,S
Endesa,Andalucía,Cádiz,ESTRECHO,15,36.13624111,-5.45869523,278764.5683,4001860.015,30,S
Endesa,Andalucía,Cádiz,FACINAS,66,36.14521675,-5.71784625,255468.7148,4003477.669,30,S
Endesa,Andalucía,Cádiz,FRESNO,66,36.17036471,-5.46519268,278275.9708,4005660.818,30,S
Endesa,Andalucía,Cádiz,FRESNO,15,36.17036471,-5.46519268,278275.9708,4005660.818,30,S
Endesa,Andalucía,Cádiz,GETARES,66,36.10936977,-5.45694714,278846.4791,3998874.705,30,S
Endesa,Andalucía,Cádiz,GETARES,20,36.10936977,-5.45694714,278846.4791,3998874.705,30,S
Endesa,Andalucía,Cádiz,GETARES,15,36.10936977,-5.45694714,278846.4791,3998874.705,30,S
Endesa,Andalucía,Cádiz,GUADALCA,66,36.66989945,-5.79285576,250404.0052,4061888.845,30,S
Endesa,Andalucía,Cádiz,GUADALCA,20,36.66989945,-5.79285576,250404.0052,4061888.845,30,S
Endesa,Andalucía,Cádiz,HINOJERA,66,36.64771934,-6.26303267,744670.4152,4059283.574,29,S
Endesa,Andalucía,Cádiz,HINOJERA,15,36.64771934,-6.26303267,744670.4152,4059283.574,29,S
Endesa,Andalucía,Cádiz,HURONES,66,36.66073762,-5.56166043,271042.8053,4060295.138,30,S
Endesa,Andalucía,Cádiz,HURONES,15,36.66073762,-5.56166043,271042.8053,4060295.138,30,S
Endesa,Andalucía,Cádiz,ISLAVERD,66,36.12307562,-5.4306427,281252.6675,4000335.772,30,S
Endesa,Andalucía,Cádiz,ISLAVERD,15,36.12307562,-5.4306427,281252.6675,4000335.772,30,S
Endesa,Andalucía,Cádiz,JEREZFRO,66,36.68550763,-6.12306714,757059.7268,4063843.109,29,S
Endesa,Andalucía,Cádiz,JEREZFRO,15,36.68550763,-6.12306714,757059.7268,4063843.109,29,S
Endesa,Andalucía,Cádiz,KWTARIFA,66,36.04234049,-5.56315223,269088.8353,3991684.802,30,S
Endesa,Andalucía,Cádiz,LASMESAS,66,36.25891321,-5.34314276,289492.79,4015212.934,30,S
Endesa,Andalucía,Cádiz,LASMESAS,20,36.25891321,-5.34314276,289492.79,4015212.934,30,S
Endesa,Andalucía,Cádiz,LOSNEGRO,66,36.667779,-6.13334121,756200.3377,4061848.292,29,S
Endesa,Andalucía,Cádiz,LOSNEGRO,15,36.667779,-6.13334121,756200.3377,4061848.292,29,S
Endesa,Andalucía,Cádiz,MAJADILL,132,36.66526442,-5.99248573,232542.5955,4061913.006,30,S
Endesa,Andalucía,Cádiz,MARQUESA,66,36.48000206,-6.07206702,762312.9669,4041176.684,29,S
Endesa,Andalucía,Cádiz,MATAGORD,66,36.51530813,-6.23389368,747698.9396,4044665.547,29,S
Endesa,Andalucía,Cádiz,MATAGORD,20,36.51530813,-6.23389368,747698.9396,4044665.547,29,S
Endesa,Andalucía,Cádiz,MEDINA_S,66,36.46762269,-5.9271652,237714.0804,4039800.9,30,S
Endesa,Andalucía,Cádiz,MEDINA_S,15,36.46762269,-5.9271652,237714.0804,4039800.9,30,S
Endesa,Andalucía,Cádiz,MENACHA,66,36.16158588,-5.46712064,278077.7684,4004691.223,30,S
Endesa,Andalucía,Cádiz,MENACHA,15,36.16158588,-5.46712064,278077.7684,4004691.223,30,S
Endesa,Andalucía,Cádiz,MERCANCI,66,36.23519219,-5.42924344,281690.1361,4012771.776,30,S
Endesa,Andalucía,Cádiz,MERCANCI,15,36.23519219,-5.42924344,281690.1361,4012771.776,30,S
Endesa,Andalucía,Cádiz,MONTEALT,66,36.70731111,-6.13794834,755657.4594,4066222.759,29,S
Endesa,Andalucía,Cádiz,MONTEALT,15,36.70731111,-6.13794834,755657.4594,4066222.759,29,S
Endesa,Andalucía,Cádiz,MONTECAS,66,36.70949016,-6.03852201,764533.6389,4066734.658,29,S
Endesa,Andalucía,Cádiz,MONTECAS,15,36.70949016,-6.03852201,764533.6389,4066734.658,29,S
Endesa,Andalucía,Cádiz,MVCHIPIO,15,36.73188891,-6.39701374,732437.0788,4068289.609,29,S
Endesa,Andalucía,Cádiz,OLVERA,66,36.93290252,-5.23819074,300665.5221,4089769.207,30,S
Endesa,Andalucía,Cádiz,OLVERA,33,36.93290252,-5.23819074,300665.5221,4089769.207,30,S
Endesa,Andalucía,Cádiz,OXIGENO,66,36.20473594,-5.41298672,283067.2106,4009356.177,30,S
Endesa,Andalucía,Cádiz,PESUR,66,36.06217911,-5.58816975,266893.1215,3993945.576,30,S
Endesa,Andalucía,Cádiz,PINARREY,66,36.24814946,-5.41257947,283223.7622,4014171.94,30,S
Endesa,Andalucía,Cádiz,PLATERO,66,36.60768387,-6.24930577,746025.1426,4054876.212,29,S
Endesa,Andalucía,Cádiz,PLATERO,15,36.60768387,-6.24930577,746025.1426,4054876.212,29,S
Endesa,Andalucía,Cádiz,PTO_CRUZ,66,36.0729952,-5.61511958,264497.6012,3995210.577,30,S
Endesa,Andalucía,Cádiz,PTO_REAL,132,36.51848426,-6.15586541,754677.4513,4045221.752,29,S
Endesa,Andalucía,Cádiz,PTO_REAL,66,36.51848426,-6.15586541,754677.4513,4045221.752,29,S
Endesa,Andalucía,Cádiz,PTO_REAL,20,36.51848426,-6.15586541,754677.4513,4045221.752,29,S
Endesa,Andalucía,Cádiz,PTO_SMAR,66,36.67055785,-6.30093679,741209.9259,4061721.753,29,S
Endesa,Andalucía,Cádiz,REMCAUDA,66,36.74917105,-6.34009288,737467.645,4070347.024,29,S
Endesa,Andalucía,Cádiz,REMCAUDA,15,36.74917105,-6.34009288,737467.645,4070347.024,29,S
Endesa,Andalucía,Cádiz,ROTA,66,36.67762795,-6.39987306,732345.1222,4062261.84,29,S
Endesa,Andalucía,Cádiz,ROTA,15,36.67762795,-6.39987306,732345.1222,4062261.84,29,S
Endesa,Andalucía,Cádiz,S_BARRAM,66,36.76795101,-6.33470782,737890.45,4072444.286,29,S
Endesa,Andalucía,Cádiz,S_BARRAM,15,36.76795101,-6.33470782,737890.45,4072444.286,29,S
Endesa,Andalucía,Cádiz,S_DOMING,66,36.68180757,-6.16569421,753262.1532,4063318.995,29,S
Endesa,Andalucía,Cádiz,S_DOMING,15,36.68180757,-6.16569421,753262.1532,4063318.995,29,S
Endesa,Andalucía,Cádiz,S_FERNAN,66,36.47750575,-6.18895414,751846.6249,4040587.537,29,S
Endesa,Andalucía,Cádiz,S_FERNAN,20,36.47750575,-6.18895414,751846.6249,4040587.537,29,S
Endesa,Andalucía,Cádiz,S_ROQUE,66,36.21175163,-5.43021098,281537.9446,4010173.248,30,S
Endesa,Andalucía,Cádiz,S_ROQUE,15,36.21175163,-5.43021098,281537.9446,4010173.248,30,S
Endesa,Andalucía,Cádiz,SALINAS,66,36.60229995,-6.18849423,751482.9461,4054436.384,29,S
Endesa,Andalucía,Cádiz,SALINAS,15,36.60229995,-6.18849423,751482.9461,4054436.384,29,S
Endesa,Andalucía,Cádiz,SOTOGRAN,66,36.29641671,-5.30604785,292925.0794,4019293.808,30,S
Endesa,Andalucía,Cádiz,SOTOGRAN,20,36.29641671,-5.30604785,292925.0794,4019293.808,30,S
Endesa,Andalucía,Cádiz,TABLELLI,66,36.71032632,-5.83817547,246485.7397,4066493.865,30,S
Endesa,Andalucía,Cádiz,TROCADER,66,36.51906417,-6.22152848,748794.4353,4045114.239,29,S
Endesa,Andalucía,Cádiz,TROCADER,20,36.51906417,-6.22152848,748794.4353,4045114.239,29,S
Endesa,Andalucía,Cádiz,UBRIQUE,66,36.69414503,-5.46120235,280118.3897,4063766.734,30,S
Endesa,Andalucía,Cádiz,UBRIQUE,20,36.69414503,-5.46120235,280118.3897,4063766.734,30,S
Endesa,Andalucía,Cádiz,VALDELAG,66,36.5888237,-6.21831616,748858.1427,4052863.295,29,S
Endesa,Andalucía,Cádiz,VALDELAG,15,36.5888237,-6.21831616,748858.1427,4052863.295,29,S
Endesa,Andalucía,Cádiz,VALENCIA,66,36.62072972,-6.20849796,749633.7738,4056429.211,29,S
Endesa,Andalucía,Cádiz,VALENCIA,15,36.62072972,-6.20849796,749633.7738,4056429.211,29,S
Endesa,Andalucía,Cádiz,VEJER,66,36.26335209,-5.97148832,233043.8392,4017255.45,30,S
Endesa,Andalucía,Cádiz,VEJER,20,36.26335209,-5.97148832,233043.8392,4017255.45,30,S
Endesa,Andalucía,Cádiz,VILLMART,66,36.85572577,-5.65662369,263154.2059,4082162.564,30,S
Endesa,Andalucía,Cádiz,VILLMART,20,36.85572577,-5.65662369,263154.2059,4082162.564,30,S
Endesa,Andalucía,Cádiz,VILLMART,15,36.85572577,-5.65662369,263154.2059,4082162.564,30,S
Endesa,Andalucía,Córdoba,ARENOSO,66,38.01976001,-4.4420617,373421.558,4208988.68,30,S
Endesa,Andalucía,Córdoba,BAENA,132,37.61439379,-4.31663703,383797.4922,4163847.595,30,S
Endesa,Andalucía,Córdoba,BAENA,25,37.61439379,-4.31663703,383797.4922,4163847.595,30,S
Endesa,Andalucía,Córdoba,CANSINOS,66,37.9277349,-4.59652322,359687.6069,4198998.879,30,S
Endesa,Andalucía,Córdoba,CANSINOS,20,37.9277349,-4.59652322,359687.6069,4198998.879,30,S
Endesa,Andalucía,Córdoba,CARDENAS,66,38.27415218,-4.32399905,384188.0784,4237062.421,30,S
Endesa,Andalucía,Córdoba,CARLOTA,66,37.67967975,-4.92365437,330368.1775,4172016.76,30,S
Endesa,Andalucía,Córdoba,CARLOTA,15,37.67967975,-4.92365437,330368.1775,4172016.76,30,S
Endesa,Andalucía,Córdoba,CARPIO,66,37.96559348,-4.50033176,368209.6613,4203059.209,30,S
Endesa,Andalucía,Córdoba,CARPIO,25,37.96559348,-4.50033176,368209.6613,4203059.209,30,S
Endesa,Andalucía,Córdoba,CASILLAS,132,37.85813984,-4.81208447,340591.2178,4191622.858,30,S
Endesa,Andalucía,Córdoba,CASILLAS,66,37.85813984,-4.81208447,340591.2178,4191622.858,30,S
Endesa,Andalucía,Córdoba,CASILLAS,20,37.85813984,-4.81208447,340591.2178,4191622.858,30,S
Endesa,Andalucía,Córdoba,CEPANSA,66,37.90230621,-4.75825963,345418.9292,4196433.106,30,S
Endesa,Andalucía,Córdoba,CEPANSA,20,37.90230621,-4.75825963,345418.9292,4196433.106,30,S
Endesa,Andalucía,Córdoba,CORDBILL,66,37.36999633,-4.74898899,345132.7219,4137353.481,30,S
Endesa,Andalucía,Córdoba,CORDBILL,25,37.36999633,-4.74898899,345132.7219,4137353.481,30,S
Endesa,Andalucía,Córdoba,CRUZJUAR,66,37.89523782,-4.77995067,343496.7929,4195684.96,30,S
Endesa,Andalucía,Córdoba,CRUZJUAR,20,37.89523782,-4.77995067,343496.7929,4195684.96,30,S
Endesa,Andalucía,Córdoba,DANIEL_T,132,38.35713544,-4.8288095,340210.9113,4247023.963,30,S
Endesa,Andalucía,Córdoba,EGABRENS,132,37.47063838,-4.49571596,367737.8643,4148134.271,30,S
Endesa,Andalucía,Córdoba,ESPEJO,132,37.65036571,-4.57791394,360803.7178,4168194.503,30,S
Endesa,Andalucía,Córdoba,ESPEJO,66,37.65036571,-4.57791394,360803.7178,4168194.503,30,S
Endesa,Andalucía,Córdoba,ESPEJO,25,37.65036571,-4.57791394,360803.7178,4168194.503,30,S
Endesa,Andalucía,Córdoba,GENILCAB,132,37.35748361,-4.72419417,347303.0376,4135924.747,30,S
Endesa,Andalucía,Córdoba,GRANCAPI,66,37.88599537,-4.79455528,342192.836,4194683.999,30,S
Endesa,Andalucía,Córdoba,GRANCAPI,20,37.88599537,-4.79455528,342192.836,4194683.999,30,S
Endesa,Andalucía,Córdoba,HINOJOSA,66,38.48766897,-5.13320697,313947.3924,4262081.218,30,S
Endesa,Andalucía,Córdoba,HINOJOSA,20,38.48766897,-5.13320697,313947.3924,4262081.218,30,S
Endesa,Andalucía,Córdoba,HUERTFIG,66,37.89757895,-4.81578519,340350.8215,4196005.492,30,S
Endesa,Andalucía,Córdoba,HUERTFIG,20,37.89757895,-4.81578519,340350.8215,4196005.492,30,S
Endesa,Andalucía,Córdoba,JAUJA,66,37.2960577,-4.66045324,352828.6528,4129008.22,30,S
Endesa,Andalucía,Córdoba,JAUJA,25,37.2960577,-4.66045324,352828.6528,4129008.22,30,S
Endesa,Andalucía,Córdoba,LANCHA,132,37.91677115,-4.70997856,349693.418,4197959.221,30,S
Endesa,Andalucía,Córdoba,LANCHA,66,37.91677115,-4.70997856,349693.418,4197959.221,30,S
Endesa,Andalucía,Córdoba,LANCHA,20,37.91677115,-4.70997856,349693.418,4197959.221,30,S
Endesa,Andalucía,Córdoba,LUCENA,132,37.42576246,-4.47918325,369121.7162,4143132.13,30,S
Endesa,Andalucía,Córdoba,LUCENA,66,37.42576246,-4.47918325,369121.7162,4143132.13,30,S
Endesa,Andalucía,Córdoba,LUCENA,25,37.42576246,-4.47918325,369121.7162,4143132.13,30,S
Endesa,Andalucía,Córdoba,MOCHOS,66,37.83509966,-4.97575845,326137.3673,4189358.414,30,S
Endesa,Andalucía,Córdoba,MOCHOS,15,37.83509966,-4.97575845,326137.3673,4189358.414,30,S
Endesa,Andalucía,Córdoba,MONTILLA,66,37.60563368,-4.67679879,351991.225,4163382.554,30,S
Endesa,Andalucía,Córdoba,MONTILLA,25,37.60563368,-4.67679879,351991.225,4163382.554,30,S
Endesa,Andalucía,Córdoba,MONTILLA,15,37.60563368,-4.67679879,351991.225,4163382.554,30,S
Endesa,Andalucía,Córdoba,MORATALL,132,37.78976278,-5.20525606,305820.9191,4184779.653,30,S
Endesa,Andalucía,Córdoba,OUTOKUMP,66,37.8784501,-4.81127117,340706.5181,4193875.164,30,S
Endesa,Andalucía,Córdoba,PABELLON,132,37.96470333,-4.48585842,369479.5053,4202940.05,30,S
Endesa,Andalucía,Córdoba,PALMARIO,66,37.74075547,-5.28714111,298476.7396,4179514.636,30,S
Endesa,Andalucía,Córdoba,PALMARIO,15,37.74075547,-5.28714111,298476.7396,4179514.636,30,S
Endesa,Andalucía,Córdoba,PALOMAS,66,37.39218493,-4.51449925,365936.9254,4139456.289,30,S
Endesa,Andalucía,Córdoba,PALOMAS,25,37.39218493,-4.51449925,365936.9254,4139456.289,30,S
Endesa,Andalucía,Córdoba,PATAMULO,132,37.45212612,-4.81477329,339482.6419,4146576.247,30,S
Endesa,Andalucía,Córdoba,PENARROY,66,38.29462637,-5.27622871,300943.1249,4240956.312,30,S
Endesa,Andalucía,Córdoba,PENARROY,20,38.29462637,-5.27622871,300943.1249,4240956.312,30,S
Endesa,Andalucía,Córdoba,PENARROY,15,38.29462637,-5.27622871,300943.1249,4240956.312,30,S
Endesa,Andalucía,Córdoba,PONIENTE,66,37.88663779,-4.80918902,340907.2711,4194780.146,30,S
Endesa,Andalucía,Córdoba,PONIENTE,20,37.88663779,-4.80918902,340907.2711,4194780.146,30,S
Endesa,Andalucía,Córdoba,POSADAS,132,37.80791384,-5.09991637,315142.7132,4186580.161,30,S
Endesa,Andalucía,Córdoba,POSADAS,66,37.80791384,-5.09991637,315142.7132,4186580.161,30,S
Endesa,Andalucía,Córdoba,POSADAS,15,37.80791384,-5.09991637,315142.7132,4186580.161,30,S
Endesa,Andalucía,Córdoba,PRIEGO,66,37.43308607,-4.19449048,394322.7362,4143587.403,30,S
Endesa,Andalucía,Córdoba,PRIEGO,25,37.43308607,-4.19449048,394322.7362,4143587.403,30,S
Endesa,Andalucía,Córdoba,PROCERAN,66,37.45759076,-4.69949023,349691.2238,4146992.338,30,S
Endesa,Andalucía,Córdoba,PROCERAN,15,37.45759076,-4.69949023,349691.2238,4146992.338,30,S
Endesa,Andalucía,Córdoba,PTE_NUEV,132,38.11081016,-4.93209407,330615.1453,4219872.777,30,S
