Distribuidora,Comunidad Autónoma,Provincia,SET distribución,Tensión (kV),Latitud,Longitud,UTM x,UTM y,Huso UTM,Banda
Iberdrola,Castilla La Mancha,Albacete,SANTANAS    132.00,132,38.94004548,-1.994145878,587173.08,4310604.35,30,S
Iberdrola,Castilla La Mancha,Albacete,SANTANAS T1,20,38.94004548,-1.994145878,587173.08,4310604.35,30,S
Iberdrola,Castilla La Mancha,Albacete,SANTANAS T2,20,38.94004548,-1.994145878,587173.08,4310604.35,30,S
Iberdrola,Castilla La Mancha,Albacete,SOCOVOS     132.00,132,38.30428064,-1.891381056,596931.65,4240157.77,30,S
Iberdrola,Castilla La Mancha,Albacete,TOBARRA     132.00,132,38.59508458,-1.752573213,608631.74,4272582,30,S
Iberdrola,Castilla La Mancha,Albacete,TOBARST T1,20,38.59508458,-1.752573213,608631.74,4272582,30,S
Iberdrola,Castilla La Mancha,Albacete,TRANCO      66.000,66,39.2052575,-1.307782151,646112.12,4340918.73,30,S
Iberdrola,Castilla La Mancha,Albacete,VILLENTE T1,20,39.13554069,-1.453710281,633643.44,4332956.22,30,S
Iberdrola,Castilla La Mancha,Albacete,VLLRROBL    132.00,132,39.28463951,-2.598706151,534609.14,4348440.85,30,S
Iberdrola,Castilla La Mancha,Albacete,VLLRROBL    66.000,66,39.28463951,-2.598706151,534609.14,4348440.85,30,S
Iberdrola,Castilla La Mancha,Albacete,VLLRROBL T1,20,39.28463951,-2.598706151,534609.14,4348440.85,30,S
Iberdrola,Castilla La Mancha,Albacete,VLLRROBL T2,20,39.28463951,-2.598706151,534609.14,4348440.85,30,S
Iberdrola,Castilla La Mancha,Albacete,VVALIENT    66.000,66,39.13554069,-1.453710281,633643.44,4332956.22,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALCOY       132.00,132,38.70685857,-0.481222706,719017.97,4287258.71,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALCOY       66.000,66,38.70685857,-0.481222706,719017.97,4287258.71,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALCOY T11,11,38.70685857,-0.481222706,719017.97,4287258.71,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALCOY T3,11,38.70685857,-0.481222706,719017.97,4287258.71,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALCOY T4,11,38.70685857,-0.481222706,719017.97,4287258.71,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALHORINE    132.00,132,38.71925607,-0.923730422,680504.82,4287669.12,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALQ.MURO    66.000,66,38.792873,-0.423478551,723770.9,4296945.25,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALQ.MURO T1,20,38.792873,-0.423478551,723770.9,4296945.25,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALTABIX  66.000,66,38.27620979,-0.667721247,704010.67,4239034.7,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALTABIX T11,20,38.27620979,-0.667721247,704010.67,4239034.7,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALTABIX T12,20,38.27620979,-0.667721247,704010.67,4239034.7,30,S
Iberdrola,Comunidad Valenciana,Alicante,ALTABIX T13,20,38.27620979,-0.667721247,704010.67,4239034.7,30,S
Iberdrola,Comunidad Valenciana,Alicante,BARXELL     132.00,132,38.68185248,-0.493608531,718016.77,4284453.76,30,S
Iberdrola,Comunidad Valenciana,Alicante,BARXELL T1,20,38.68185248,-0.493608531,718016.77,4284453.76,30,S
Iberdrola,Comunidad Valenciana,Alicante,BASTA       132.00,132,38.60374468,-0.674739997,702479,4275369.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,BASTA T1,20,38.60374468,-0.674739997,702479,4275369.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENEJAMA    132.00,132,38.71836542,-0.722532079,698000.81,4287986.21,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENEJAMA T1,20,38.71836542,-0.722532079,698000.81,4287986.21,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENEJAMA T2,20,38.71836542,-0.722532079,698000.81,4287986.21,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENIDORM    132.00,132,38.53359849,-0.169631315,746710.12,4268819.49,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENIDORM T1,20,38.53359849,-0.169631315,746710.12,4268819.49,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENIDORM T2,20,38.53359849,-0.169631315,746710.12,4268819.49,30,S
Iberdrola,Comunidad Valenciana,Alicante,BENIDORM T3,20,38.53359849,-0.169631315,746710.12,4268819.49,30,S
Iberdrola,Comunidad Valenciana,Alicante,CALPE       132.00,132,38.63989929,0.018662398,240511.2771,4281034.756,31,S
Iberdrola,Comunidad Valenciana,Alicante,CALPE T1,20,38.63989929,0.018662398,240511.2771,4281034.756,31,S
Iberdrola,Comunidad Valenciana,Alicante,CALPE T2,20,38.63989929,0.018662398,240511.2771,4281034.756,31,S
Iberdrola,Comunidad Valenciana,Alicante,CAMPOAMO    66.000,66,37.9072527,-0.78359303,694851.46,4197840.73,30,S
Iberdrola,Comunidad Valenciana,Alicante,CAMPOAMO T1,20,37.9072527,-0.78359303,694851.46,4197840.73,30,S
Iberdrola,Comunidad Valenciana,Alicante,CAMPOAMO T2,20,37.9072527,-0.78359303,694851.46,4197840.73,30,S
Iberdrola,Comunidad Valenciana,Alicante,CANTALAR T1,20,38.42443024,-0.420561124,725173.87,4256059.4,30,S
Iberdrola,Comunidad Valenciana,Alicante,CANTALAR T2,20,38.42443024,-0.420561124,725173.87,4256059.4,30,S
Iberdrola,Comunidad Valenciana,Alicante,CARRUS      132.00,132,38.28185579,-0.71607723,699764.83,4239555.66,30,S
Iberdrola,Comunidad Valenciana,Alicante,CARRUS T1,20,38.28185579,-0.71607723,699764.83,4239555.66,30,S
Iberdrola,Comunidad Valenciana,Alicante,CARRUS T2,20,38.28185579,-0.71607723,699764.83,4239555.66,30,S
Iberdrola,Comunidad Valenciana,Alicante,CARRUS T3,20,38.28185579,-0.71607723,699764.83,4239555.66,30,S
Iberdrola,Comunidad Valenciana,Alicante,CASTALLA 132.00,132,38.59642197,-0.721064867,698464.82,4274455.61,30,S
Iberdrola,Comunidad Valenciana,Alicante,COCENTAI    132.00,132,38.75149214,-0.445821583,721958.43,4292297.88,30,S
Iberdrola,Comunidad Valenciana,Alicante,COCENTAI T1,20,38.75149214,-0.445821583,721958.43,4292297.88,30,S
Iberdrola,Comunidad Valenciana,Alicante,CREVILL2 T1,20,38.23150487,-0.784604286,693904.2,4233822,30,S
Iberdrola,Comunidad Valenciana,Alicante,CREVILLE    132.00,132,38.23150487,-0.784604286,693904.2,4233822,30,S
Iberdrola,Comunidad Valenciana,Alicante,CREVILLE    66.000,66,38.22408299,-0.780574778,694276.68,4233006.8,30,S
Iberdrola,Comunidad Valenciana,Alicante,DENIA       132.00,132,38.84857879,0.049367845,243931.5451,4304111.358,31,S
Iberdrola,Comunidad Valenciana,Alicante,DENIA T1,20,38.84857879,0.049367845,243931.5451,4304111.358,31,S
Iberdrola,Comunidad Valenciana,Alicante,DENIA T2,20,38.84857879,0.049367845,243931.5451,4304111.358,31,S
Iberdrola,Comunidad Valenciana,Alicante,ELCH.SUR    132.00,132,38.25434843,-0.759052051,696079.54,4236410.96,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELCH.SUR    66.000,66,38.25434843,-0.759052051,696079.54,4236410.96,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELCH.SUR T3,20,38.25434843,-0.759052051,696079.54,4236410.96,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELDA        66.000,66,38.50000275,-0.790764614,692651.47,4263606.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELDA T1,20,38.50000275,-0.790764614,692651.47,4263606.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELDA T2,20,38.50000275,-0.790764614,692651.47,4263606.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELDA T7,20,38.50000275,-0.790764614,692651.47,4263606.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,ELDA T8,20,38.50000275,-0.790764614,692651.47,4263606.5,30,S
Iberdrola,Comunidad Valenciana,Alicante,IBI         132.00,132,38.61241934,-0.587825791,710022.99,4276527.62,30,S
Iberdrola,Comunidad Valenciana,Alicante,IBI T1,20,38.61241934,-0.587825791,710022.99,4276527.62,30,S
Iberdrola,Comunidad Valenciana,Alicante,IBI T2,20,38.61241934,-0.587825791,710022.99,4276527.62,30,S
Iberdrola,Comunidad Valenciana,Alicante,JACARILL    66.000,66,38.06841079,-0.851228278,688491.72,4215585.35,30,S
Iberdrola,Comunidad Valenciana,Alicante,JACARILL T1,20,38.06841079,-0.851228278,688491.72,4215585.35,30,S
Iberdrola,Comunidad Valenciana,Alicante,JACARILL T2,20,38.06841079,-0.851228278,688491.72,4215585.35,30,S
Iberdrola,Comunidad Valenciana,Alicante,JAVEA       132.00,132,38.77824739,0.130382563,250718.3566,4296080.508,31,S
Iberdrola,Comunidad Valenciana,Alicante,JAVEA T1,20,38.77824739,0.130382563,250718.3566,4296080.508,31,S
Iberdrola,Comunidad Valenciana,Alicante,JAVEA T2,20,38.77824739,0.130382563,250718.3566,4296080.508,31,S
Iberdrola,Comunidad Valenciana,Alicante,JIJONA      132.00,132,38.49218586,-0.477827369,719968.01,4263440.85,30,S
Iberdrola,Comunidad Valenciana,Alicante,JIJONA T1,20,38.49218586,-0.477827369,719968.01,4263440.85,30,S
Iberdrola,Comunidad Valenciana,Alicante,LA LLOMA    132.00,132,38.56852597,-0.110048439,751782.7,4272857.92,30,S
Iberdrola,Comunidad Valenciana,Alicante,LA LLOMA T1,20,38.56852597,-0.110048439,751782.7,4272857.92,30,S
Iberdrola,Comunidad Valenciana,Alicante,LA LLOMA T2,20,38.56852597,-0.110048439,751782.7,4272857.92,30,S
Iberdrola,Comunidad Valenciana,Alicante,LA NUCIA    132.00,132,38.60886331,-0.083202568,753979.77,4277409.15,30,S
Iberdrola,Comunidad Valenciana,Alicante,LA NUCIA T1,20,38.60886331,-0.083202568,753979.77,4277409.15,30,S
Iberdrola,Comunidad Valenciana,Alicante,MONTEBEL    132.00,132,38.59626056,-0.139542698,749116.65,4275855.82,30,S
Iberdrola,Comunidad Valenciana,Alicante,MONTEBEL T1,20,38.59626056,-0.139542698,749116.65,4275855.82,30,S
Iberdrola,Comunidad Valenciana,Alicante,MONTESIN    66.000,66,38.03092796,-0.744460997,697959.54,4211647.83,30,S
Iberdrola,Comunidad Valenciana,Alicante,MONTESIN T1,20,38.03092796,-0.744460997,697959.54,4211647.83,30,S
Iberdrola,Comunidad Valenciana,Alicante,MONTESIN T2,20,38.03092796,-0.744460997,697959.54,4211647.83,30,S
Iberdrola,Comunidad Valenciana,Alicante,NOVELDA T1,20,38.37453301,-0.757006386,695934.67,4249753.13,30,S
Iberdrola,Comunidad Valenciana,Alicante,NOVELDA T2,20,38.37453301,-0.757006386,695934.67,4249753.13,30,S
Iberdrola,Comunidad Valenciana,Alicante,ORIHUELA    66.000,66,38.13628136,-0.931292294,681299.82,4222957.57,30,S
Iberdrola,Comunidad Valenciana,Alicante,ORIHUELA T1,20,38.13628136,-0.931292294,681299.82,4222957.57,30,S
Iberdrola,Comunidad Valenciana,Alicante,ORIHUELA T2,20,38.13628136,-0.931292294,681299.82,4222957.57,30,S
Iberdrola,Comunidad Valenciana,Alicante,PALMERAL T1,20,38.32865043,-0.519293938,716839.57,4245192.72,30,S
Iberdrola,Comunidad Valenciana,Alicante,PALMERAL T2,20,38.32865043,-0.519293938,716839.57,4245192.72,30,S
Iberdrola,Comunidad Valenciana,Alicante,PALMERAL T3,20,38.32865043,-0.519293938,716839.57,4245192.72,30,S
Iberdrola,Comunidad Valenciana,Alicante,PETREL T3,20,38.43870463,-0.782104778,693570.62,4256821.81,30,S
Iberdrola,Comunidad Valenciana,Alicante,PETREL T5,20,38.43870463,-0.782104778,693570.62,4256821.81,30,S
Iberdrola,Comunidad Valenciana,Alicante,PETREL/A    66.000,66,38.43870463,-0.782104778,693570.62,4256821.81,30,S
Iberdrola,Comunidad Valenciana,Alicante,PINOSO      66.000,66,38.40661327,-1.024311395,672505.93,4252779.27,30,S
Iberdrola,Comunidad Valenciana,Alicante,PINOSO T1,20,38.40661327,-1.024311395,672505.93,4252779.27,30,S
Iberdrola,Comunidad Valenciana,Alicante,PINOSO T2,20,38.40661327,-1.024311395,672505.93,4252779.27,30,S
Iberdrola,Comunidad Valenciana,Alicante,RABASA      132.00,132,38.35694146,-0.516080638,717035.99,4248340.09,30,S
Iberdrola,Comunidad Valenciana,Alicante,RABASA T1,20,38.35694146,-0.516080638,717035.99,4248340.09,30,S
Iberdrola,Comunidad Valenciana,Alicante,RABASA T2,20,38.35694146,-0.516080638,717035.99,4248340.09,30,S
Iberdrola,Comunidad Valenciana,Alicante,RABASA T3,20,38.35694146,-0.516080638,717035.99,4248340.09,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROCAMORA    132.00,132,38.1478734,-0.946184084,679966.09,4224214.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROCAMORA    66.000,66,38.1478734,-0.946184084,679966.09,4224214.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROCAMORA T1,20,38.1478734,-0.946184084,679966.09,4224214.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROCAMORA T2,20,38.1478734,-0.946184084,679966.09,4224214.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROCAMORA T3,20,38.1478734,-0.946184084,679966.09,4224214.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROJALES T1,20,38.05615499,-0.736499888,698590.15,4214464.36,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROJALES T2,20,38.05615499,-0.736499888,698590.15,4214464.36,30,S
Iberdrola,Comunidad Valenciana,Alicante,ROJALES T3,20,38.05615499,-0.736499888,698590.15,4214464.36,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.JUAN      132.00,132,38.3900412,-0.460326592,721807.16,4252146.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.JUAN T1,20,38.3900412,-0.460326592,721807.16,4252146.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.JUAN T2,20,38.3900412,-0.460326592,721807.16,4252146.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.JUAN T3,20,38.3900412,-0.460326592,721807.16,4252146.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.JUAN T4,20,38.3900412,-0.460326592,721807.16,4252146.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.VICE/A    66.000,66,38.39702294,-0.537936645,715007.27,4252737.26,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.VICENT    132.00,132,38.39702294,-0.537936645,715007.27,4252737.26,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.VICENT T4,20,38.39702294,-0.537936645,715007.27,4252737.26,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.VICENT T5,20,38.39702294,-0.537936645,715007.27,4252737.26,30,S
Iberdrola,Comunidad Valenciana,Alicante,S.VICENT T6,20,38.39702294,-0.537936645,715007.27,4252737.26,30,S
Iberdrola,Comunidad Valenciana,Alicante,SALADAS T1,20,38.29944755,-0.620330431,708090.22,4241719.29,30,S
Iberdrola,Comunidad Valenciana,Alicante,SALADAS T2,20,38.29944755,-0.620330431,708090.22,4241719.29,30,S
Iberdrola,Comunidad Valenciana,Alicante,SALINAS T1,20,38.00034962,-0.765238756,696217.29,4208210.41,30,S
Iberdrola,Comunidad Valenciana,Alicante,SALINAS T2,20,38.00034962,-0.765238756,696217.29,4208210.41,30,S
Iberdrola,Comunidad Valenciana,Alicante,STA.POLA    66.000,66,38.21868655,-0.555079516,714033.86,4232905.37,30,S
Iberdrola,Comunidad Valenciana,Alicante,STA.POLA T1,20,38.21868655,-0.555079516,714033.86,4232905.37,30,S
Iberdrola,Comunidad Valenciana,Alicante,STA.POLA T3,20,38.21868655,-0.555079516,714033.86,4232905.37,30,S
Iberdrola,Comunidad Valenciana,Alicante,STA.POLA T4,20,38.21868655,-0.555079516,714033.86,4232905.37,30,S
Iberdrola,Comunidad Valenciana,Alicante,TERRAMIT    132.00,132,38.57461815,-0.149390721,748333.43,4273426.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,TERRAMIT T1,20,38.57461815,-0.149390721,748333.43,4273426.95,30,S
Iberdrola,Comunidad Valenciana,Alicante,TEULADA     132.00,132,38.73749759,0.094592132,247464.979,4291655.614,31,S
Iberdrola,Comunidad Valenciana,Alicante,TEULADA T1,20,38.73749759,0.094592132,247464.979,4291655.614,31,S
Iberdrola,Comunidad Valenciana,Alicante,TEULADA T2,20,38.73749759,0.094592132,247464.979,4291655.614,31,S
Iberdrola,Comunidad Valenciana,Alicante,TORVIEJA T1,20,37.97411775,-0.699876596,702028.95,4205439.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,TORVIEJA T2,20,37.97411775,-0.699876596,702028.95,4205439.28,30,S
Iberdrola,Comunidad Valenciana,Alicante,VERGEL      132.00,132,38.85041875,0.003857545,239987.9047,4304444.305,31,S
Iberdrola,Comunidad Valenciana,Alicante,VERGEL T1,20,38.85041875,0.003857545,239987.9047,4304444.305,31,S
Iberdrola,Comunidad Valenciana,Alicante,VERGEL T2,20,38.85041875,0.003857545,239987.9047,4304444.305,31,S
Iberdrola,Comunidad Valenciana,Alicante,VILLENA     132.00,132,38.63488857,-0.886875026,683925.14,4278379.19,30,S
Iberdrola,Comunidad Valenciana,Alicante,VILLENA     66.000,66,38.63488857,-0.886875026,683925.14,4278379.19,30,S
Iberdrola,Comunidad Valenciana,Alicante,VILLENA T3,20,38.63488857,-0.886875026,683925.14,4278379.19,30,S
Iberdrola,Comunidad Valenciana,Alicante,VILLENA T5,20,38.63488857,-0.886875026,683925.14,4278379.19,30,S
Iberdrola,País Vasco,Álava,ALI T3,13,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,ALI T3      30.000,30,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,ALI T4,13,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,ALI T4      30.000,30,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,AMURRIO T1,13,43.05593758,-3.004591304,499626.11,4767026.61,30,T
Iberdrola,País Vasco,Álava,AMURRIO T1  30.000,30,43.05593758,-3.004591304,499626.11,4767026.61,30,T
Iberdrola,País Vasco,Álava,AMURRIO T2,13,43.05593758,-3.004591304,499626.11,4767026.61,30,T
Iberdrola,País Vasco,Álava,AMURRIO T2  30.000,30,43.05593758,-3.004591304,499626.11,4767026.61,30,T
Iberdrola,País Vasco,Álava,ANTONANA T1,13,42.67538654,-2.389850593,549993.35,4724948.49,30,T
Iberdrola,País Vasco,Álava,ANTONANA T1 30.000,30,42.67538654,-2.389850593,549993.35,4724948.49,30,T
Iberdrola,País Vasco,Álava,ANTONANA T2,13,42.67538654,-2.389850593,549993.35,4724948.49,30,T
Iberdrola,País Vasco,Álava,ANTONANA T2 30.000,30,42.67538654,-2.389850593,549993.35,4724948.49,30,T
Iberdrola,País Vasco,Álava,ARANA T1,13,42.84783267,-2.65636211,528078.39,4743974.36,30,T
Iberdrola,País Vasco,Álava,ARANA T1    30.000,30,42.84783267,-2.65636211,528078.39,4743974.36,30,T
Iberdrola,País Vasco,Álava,ARANA T2,13,42.84783267,-2.65636211,528078.39,4743974.36,30,T
Iberdrola,País Vasco,Álava,ARANA T2    30.000,30,42.84783267,-2.65636211,528078.39,4743974.36,30,T
Iberdrola,País Vasco,Álava,ARCENIEG T1,13,43.12591314,-3.121547954,490113.08,4774804.56,30,T
Iberdrola,País Vasco,Álava,ARCENIEG T1 30.000,30,43.12591314,-3.121547954,490113.08,4774804.56,30,T
Iberdrola,País Vasco,Álava,ASPARREN T1,13,42.87477857,-2.313055189,556105.41,4747138.17,30,T
Iberdrola,País Vasco,Álava,ASPARREN T1 30.000,30,42.87477857,-2.313055189,556105.41,4747138.17,30,T
Iberdrola,País Vasco,Álava,CASABLAN T1,13,42.49333479,-2.487341011,542127.73,4704680.3,30,T
Iberdrola,País Vasco,Álava,CASABLAN T1,66,42.49333479,-2.487341011,542127.73,4704680.3,30,T
Iberdrola,País Vasco,Álava,CASABLAN T2,13,42.49333479,-2.487341011,542127.73,4704680.3,30,T
Iberdrola,País Vasco,Álava,CASABLAN T2,66,42.49333479,-2.487341011,542127.73,4704680.3,30,T
Iberdrola,País Vasco,Álava,ENTRAMBA T1,13,42.76752565,-3.048671535,496017.94,4735000.59,30,T
Iberdrola,País Vasco,Álava,GAMARRA B   30.000,30,42.86919698,-2.666210792,527264.26,4746343.54,30,T
Iberdrola,País Vasco,Álava,GAMARRA2 T1,13,42.87005669,-2.658565,527888.39,4746441.51,30,T
Iberdrola,País Vasco,Álava,GAMARRA2 T1 30.000,30,42.87005669,-2.658565,527888.39,4746441.51,30,T
Iberdrola,País Vasco,Álava,GAMARRA2 T2,13,42.87005669,-2.658565,527888.39,4746441.51,30,T
Iberdrola,País Vasco,Álava,GAMARRA2 T2 30.000,30,42.87005669,-2.658565,527888.39,4746441.51,30,T
Iberdrola,País Vasco,Álava,GOIKOETX T1,13,43.13750647,-2.970220109,502421.89,4776085.27,30,T
Iberdrola,País Vasco,Álava,GOIKOETX T1 30.000,30,43.13750647,-2.970220109,502421.89,4776085.27,30,T
Iberdrola,País Vasco,Álava,GOIKOETX T2,13,43.13750647,-2.970220109,502421.89,4776085.27,30,T
Iberdrola,País Vasco,Álava,GOIKOETX T2 30.000,30,43.13750647,-2.970220109,502421.89,4776085.27,30,T
Iberdrola,País Vasco,Álava,LAGUARD2 T1,13,42.55494376,-2.594891196,533257.09,4711473.5,30,T
Iberdrola,País Vasco,Álava,LAGUARDIA T1,66,42.55494376,-2.594891196,533257.09,4711473.5,30,T
Iberdrola,País Vasco,Álava,LLODIO T3,13,43.14363375,-2.95219252,503887.62,4776766.39,30,T
Iberdrola,País Vasco,Álava,LLODIO/A    132.00,132,43.14363375,-2.95219252,503887.62,4776766.39,30,T
Iberdrola,País Vasco,Álava,LLODIO/B    132.00,132,43.14363375,-2.95219252,503887.62,4776766.39,30,T
Iberdrola,País Vasco,Álava,NANCLARE T1,13,42.81719389,-2.787933848,517336.32,4740536.62,30,T
Iberdrola,País Vasco,Álava,NANCLARE T1 30.000,30,42.81719389,-2.787933848,517336.32,4740536.62,30,T
Iberdrola,País Vasco,Álava,OLARIZU T1,13,42.82502974,-2.665247619,527362.42,4741439.28,30,T
Iberdrola,País Vasco,Álava,OLARIZU T1  30.000,30,42.82502974,-2.665247619,527362.42,4741439.28,30,T
Iberdrola,País Vasco,Álava,OLARIZU T2,13,42.82502974,-2.665247619,527362.42,4741439.28,30,T
Iberdrola,País Vasco,Álava,OLARIZU T2  30.000,30,42.82502974,-2.665247619,527362.42,4741439.28,30,T
Iberdrola,País Vasco,Álava,PUENTELA    132.00,132,42.75629682,-3.048052944,496067.84,4733753.67,30,T
Iberdrola,País Vasco,Álava,PUENTELA    30.000,30,42.75629682,-3.048052944,496067.84,4733753.67,30,T
Iberdrola,País Vasco,Álava,PUENTELA    45.000,45,42.75629682,-3.048052944,496067.84,4733753.67,30,T
Iberdrola,País Vasco,Álava,SALVATIE T1,13,42.8449073,-2.393758581,549537.91,4743770.47,30,T
Iberdrola,País Vasco,Álava,SALVATIE T1 30.000,30,42.8449073,-2.393758581,549537.91,4743770.47,30,T
Iberdrola,País Vasco,Álava,SOBRON      132.00,132,42.76536611,-3.082405408,493257.77,4734762.93,30,T
Iberdrola,País Vasco,Álava,ST AIALA    30.000,30,43.08366897,-3.011056459,499100.03,4770106.22,30,T
Iberdrola,País Vasco,Álava,ST ELGEA    30.000,30,42.89255789,-2.450243679,544887.78,4749030.22,30,T
Iberdrola,País Vasco,Álava,ST GAMARRA A30.000,30,42.86919698,-2.666210792,527264.26,4746343.54,30,T
Iberdrola,País Vasco,Álava,ST JUNDIZ   30.000,30,42.83630324,-2.746707027,520700.22,4742667.92,30,T
Iberdrola,País Vasco,Álava,ST LLODIO   30.000,30,43.14363375,-2.95219252,503887.62,4776766.39,30,T
Iberdrola,País Vasco,Álava,ST VITORIA  30.000,30,42.8837631,-2.603108557,532410.9,4747983.41,30,T
Iberdrola,País Vasco,Álava,ST.STR ALI A30.000,30,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,ST.STR ALI B30.000,30,42.85607556,-2.707189846,523922.11,4744874.01,30,T
Iberdrola,País Vasco,Álava,STRENTRAMBAS,30,42.76752565,-3.048671535,496017.94,4735000.59,30,T
Iberdrola,País Vasco,Álava,URCABUST T1,13,42.9602015,-2.874954609,510198.82,4756402.84,30,T
Iberdrola,País Vasco,Álava,URCABUST T1 30.000,30,42.9602015,-2.874954609,510198.82,4756402.84,30,T
Iberdrola,País Vasco,Álava,VLLRREAL T1,13,42.97353791,-2.640511255,529313.92,4757938.92,30,T
Iberdrola,País Vasco,Álava,VLLRREAL T1 30.000,30,42.97353791,-2.640511255,529313.92,4757938.92,30,T
Iberdrola,Asturias,Asturias,LADA        132.00,132,43.30750896,-5.698792514,281121.13,4798501.24,30,T
Iberdrola,Asturias,Asturias,LADA        30.000,30,43.30750896,-5.698792514,281121.13,4798501.24,30,T
Iberdrola,Castilla y León,Ávila,ADAJA T1,15,40.98988024,-4.819353782,346962.52,4539227.7,30,T
Iberdrola,Castilla y León,Ávila,AREVALO T1,15,41.05187017,-4.709016199,356378.89,4545922.11,30,T
Iberdrola,Castilla y León,Ávila,AREVALO T2,15,41.05187017,-4.709016199,356378.89,4545922.11,30,T
Iberdrola,Castilla y León,Ávila,AVILA       132.00,132,40.6507475,-4.683480649,357668.85,4501350.29,30,T
Iberdrola,Castilla y León,Ávila,AVILA       45.000,45,40.6507475,-4.683480649,357668.85,4501350.29,30,T
Iberdrola,Castilla y León,Ávila,AVILA       45.000,45,40.6507475,-4.683480649,357668.85,4501350.29,30,T
Iberdrola,Castilla y León,Ávila,AVILA1 T2,15,40.6507475,-4.683480649,357668.85,4501350.29,30,T
Iberdrola,Castilla y León,Ávila,AVILA1 T4,15,40.6507475,-4.683480649,357668.85,4501350.29,30,T
Iberdrola,Castilla y León,Ávila,BACHILLE T1,15,40.63678072,-4.694626209,356696.62,4499817.94,30,T
Iberdrola,Castilla y León,Ávila,BACHILLE T2,15,40.63678072,-4.694626209,356696.62,4499817.94,30,T
Iberdrola,Castilla y León,Ávila,BARCOAVI T1,15,40.36116417,-5.523822633,285695.23,4470901.9,30,T
Iberdrola,Castilla y León,Ávila,BARCOAVI T2,15,40.36116417,-5.523822633,285695.23,4470901.9,30,T
Iberdrola,Castilla y León,Ávila,BURGUILO T2,15,40.4265427,-4.525087819,370630.12,4476217.7,30,T
Iberdrola,Castilla y León,Ávila,CANDELED T1,15,40.15099762,-5.237395249,309429.69,4446916.6,30,T
Iberdrola,Castilla y León,Ávila,CANDELED T2,15,40.15099762,-5.237395249,309429.69,4446916.6,30,T
Iberdrola,Castilla y León,Ávila,CASAVIEJ T1,15,40.26682495,-4.761338765,350235.55,4458860.99,30,T
Iberdrola,Castilla y León,Ávila,FONTIVER T1,15,40.93187023,-4.970404398,334110.76,4533063.28,30,T
Iberdrola,Castilla y León,Ávila,FONTIVER T2,15,40.93187023,-4.970404398,334110.76,4533063.28,30,T
Iberdrola,Castilla y León,Ávila,GOTARREN T1,15,40.82633513,-4.734816208,353713.73,4520927.01,30,T
Iberdrola,Castilla y León,Ávila,HERVENCI T1,15,40.66707149,-4.683455471,357705.68,4503162.38,30,T
